id,ffc,delivery_program,tender_closed,owner_group,bni,bca,pbc,ept,approval_body,owner_team,stage1,stage2,stage3,cdm,ffc_band,status,conception_duration,completion_duration
Q05083,21512030.01999998,Major Works - Framework,2017-08-11T17:00:00Z,Service & Asset Lifecycle,2015-02-12,2017-10-27,2015-11-23,3 Gate Major Infrastructure,MD,Major Capital Delivery,2020-09-21,2021-10-08,2022-11-09,CDM-16,20-50,Completed,284d 0H 0M 0S,1060d 0H 0M 0S
Q05094,3584692.260000001,Major Works - Framework,2016-05-06T17:00:00Z,Service & Asset Lifecycle,2014-11-03,2016-07-05,2016-01-29,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2019-10-29,2021-06-02,2021-10-25,CDM-16,< = 5,Completed,452d 0H 0M 0S,1211d 0H 0M 0S
Q05097,6860257.500000001,Major Works - Framework,2018-03-06T17:00:00Z,Service & Asset Lifecycle,2015-01-16,2018-05-02,2017-06-14,3 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2020-02-19,2021-04-16,2022-04-29,CDM-16,5-10,Completed,880d 0H 0M 0S,658d 0H 0M 0S
Q05099,715837.6799999999,Major Works - Open Market,2016-06-10T17:00:00Z,Service & Asset Lifecycle,2014-11-05,2016-06-24,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-03-16,2018-03-19,2020-04-27,CDM-16,< = 5,Completed,NA,630d 0H 0M 0S
Q05102,10814083.600000003,Major Works - Framework,2020-12-02T17:00:00Z,Service & Asset Lifecycle,2017-10-02,2021-02-26,2019-04-08,3 Gate Major Infrastructure,MD,Major Capital Delivery,2024-05-14,2024-08-12,2026-05-13,CDM-16,10-20,Completed,553d 0H 0M 0S,1173d 0H 0M 0S
Q05123,2939646.3899999987,Major Works - Framework,2016-05-06T17:00:00Z,Service & Asset Lifecycle,2015-03-05,2016-07-05,2016-04-20,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2019-11-12,2021-06-02,2021-10-25,CDM-16,< = 5,Completed,412d 0H 0M 0S,1225d 0H 0M 0S
Q05124,3320334.470000001,Major Works - Framework,2016-05-06T17:00:00Z,Service & Asset Lifecycle,2015-03-05,2016-07-05,2016-04-20,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2018-04-10,2021-06-02,2021-07-13,CDM-16,< = 5,Completed,412d 0H 0M 0S,644d 0H 0M 0S
Q05127,5819335.810000003,Major Works - Framework,2016-11-07T17:00:00Z,Service & Asset Lifecycle,2016-04-21,2016-12-22,2016-08-25,3 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2018-03-28,2018-11-15,2020-09-01,CDM-16,5-10,Completed,126d 0H 0M 0S,461d 0H 0M 0S
Q05162,2525175.150000001,Major Works - Framework,2015-10-14T17:00:00Z,Service & Asset Lifecycle,2014-11-25,2016-05-25,2015-08-28,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2017-08-29,2018-03-29,2020-05-25,CDM-16,< = 5,Completed,276d 0H 0M 0S,461d 0H 0M 0S
Q05167,567089.44,Major Works - Framework,NA,Service & Asset Lifecycle,2014-12-03,2016-08-16,2016-06-08,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-04-05,2017-09-20,2019-04-08,CDM-16,< = 5,Completed,553d 0H 0M 0S,232d 0H 0M 0S
Q05169,1905095.7500000005,Major Works - Framework,2016-01-03T08:00:00Z,Service & Asset Lifecycle,2014-12-01,2016-02-15,2015-09-30,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2016-12-22,2017-06-26,2019-01-03,CDM-16,< = 5,Completed,303d 0H 0M 0S,311d 0H 0M 0S
Q05175,18149275.750000004,Major Works - Framework,2017-11-22T17:00:00Z,Service & Asset Lifecycle,2014-12-01,2017-11-24,2017-01-19,3 Gate Major Infrastructure,MD,Service Enablement - One Water,2019-11-11,2020-09-28,2022-03-22,CDM-16,10-20,Completed,780d 0H 0M 0S,717d 0H 0M 0S
Q05184,10116421.8,Major Works - Open Market,2019-08-26T17:00:00Z,Service & Asset Lifecycle,2016-04-01,2020-04-02,2017-10-19,3 Gate Major Infrastructure,MD,Major Capital Delivery,2025-04-07,2025-07-11,2027-04-13,CDM-16,10-20,Ongoing,566d 0H 0M 0S,1831d 0H 0M 0S
Q05192,7495747.010000002,Major Works - Framework,2017-04-27T17:00:00Z,Service & Asset Lifecycle,2016-10-20,2017-10-13,2017-07-03,3 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2019-12-18,2020-06-25,2022-03-03,CDM-16,5-10,Completed,256d 0H 0M 0S,796d 0H 0M 0S
Q05217,2578400.8399999985,Major Works - Framework,2016-10-20T00:00:00Z,Service & Asset Lifecycle,2015-12-02,2016-12-19,2015-12-02,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2017-10-04,2018-11-13,2019-09-12,CDM-16,< = 5,Completed,0S,289d 0H 0M 0S
Q05246,8308059.68,Major Works - Open Market,2029-02-20T17:00:00Z,Service & Asset Lifecycle,2018-08-09,2029-06-19,2028-04-27,3 Gate Major Infrastructure,MD,Service Programs,2030-10-04,2031-01-14,2032-10-04,CDM-26,5-10,Ongoing,3549d 0H 0M 0S,472d 0H 0M 0S
Q05249,1205867.9299999997,Major Works - Framework,2016-02-05T17:00:00Z,Service & Asset Lifecycle,2015-07-24,2016-06-06,2015-10-15,3 Gate Major Infrastructure,People Leadership Group,Capital Program Management Office,2017-11-13,2018-04-09,2018-11-12,CDM-16,< = 5,Completed,83d 0H 0M 0S,525d 0H 0M 0S
Q05252,4584901.589999999,Major Works - Framework,2016-08-12T17:00:00Z,Service & Asset Lifecycle,2015-12-11,2016-09-13,2016-05-06,4 Gate Major Infrastructure,Senior Leadership Group,Service Enablement - One Water,2017-08-17,2018-06-27,2018-09-01,CDM-16,< = 5,Completed,147d 0H 0M 0S,338d 0H 0M 0S
Q05257,1707638.74,Major Works - Framework,2016-05-10T17:00:00Z,Service & Asset Lifecycle,2015-06-29,2016-06-06,2015-09-25,3 Gate Major Infrastructure,People Leadership Group,Capital Program Management Office,2017-03-24,2017-09-29,2018-06-05,CDM-16,< = 5,Completed,88d 0H 0M 0S,291d 0H 0M 0S
Q05260,5614072.310000003,Major Works - Small Scale,2018-04-18T17:00:00Z,Service & Asset Lifecycle,2015-07-01,2018-07-13,2016-11-24,3 Gate Major Infrastructure,Executive Leadership Group,Service Enablement Waterways Catchments & Geotechnical,2021-09-08,2021-12-10,2024-07-31,CDM-16,5-10,Completed,512d 0H 0M 0S,1153d 0H 0M 0S
Q05314,590579.2599999999,Major Works - Framework,NA,Service & Asset Lifecycle,2015-08-02,2016-05-05,2015-09-07,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2016-11-02,2017-01-27,2018-05-04,CDM-16,< = 5,Completed,36d 0H 0M 0S,181d 0H 0M 0S
Q05322,25470040.69,Major Works - Framework,2021-10-27T17:00:00Z,Service & Asset Lifecycle,2015-12-23,2022-02-11,2020-02-28,3 Gate Major Infrastructure,MD,Major Capital Delivery,2024-07-19,2025-01-24,2026-07-21,CDM-21,20-50,Completed,1528d 0H 0M 0S,889d 0H 0M 0S
Q05333,94864541.15000004,Major Works - Open Market,2021-10-11T17:00:00Z,Service & Asset Lifecycle,2016-11-21,2022-02-11,2020-02-28,3 Gate Major Infrastructure,MW Board,Major Capital Delivery,2024-08-08,2024-10-25,2026-07-28,CDM-21,> 80,Completed,1194d 0H 0M 0S,909d 0H 0M 0S
Q05376,60239150.72000003,Major Works - Open Market,2020-06-26T17:00:00Z,Service & Asset Lifecycle,2017-01-03,2020-11-10,2018-05-25,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2025-07-30,2025-10-29,2027-08-03,CDM-16,50-80,Ongoing,507d 0H 0M 0S,1723d 0H 0M 0S
Q05381,2484389.4100000006,Major Works - Framework,2016-11-14T08:00:00Z,Service & Asset Lifecycle,2016-06-30,2017-01-27,2016-08-30,3 Gate Major Infrastructure,People Leadership Group,Capital Program Management Office,2018-01-31,2018-04-16,2020-02-13,CDM-16,< = 5,Completed,61d 0H 0M 0S,369d 0H 0M 0S
Q05387,54700733.91,Major Works - Open Market,2027-02-02T17:00:00Z,Service & Asset Lifecycle,2019-10-31,2027-04-13,2025-10-27,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Service Enablement - One Water,2029-10-02,2030-01-10,2030-10-01,CDM-26,50-80,Ongoing,2188d 0H 0M 0S,903d 0H 0M 0S
Q05389,7361779.419999998,Major Works - Framework,2017-09-20T17:00:00Z,Service & Asset Lifecycle,2016-03-22,2017-11-27,2016-09-22,3 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2019-07-30,2019-10-30,2021-10-11,CDM-16,5-10,Completed,184d 0H 0M 0S,610d 0H 0M 0S
Q05410,2404640.4399999976,Major Works - Framework,NA,Service & Asset Lifecycle,2015-10-26,2016-04-19,2016-03-31,3 Gate Major Infrastructure,People Leadership Group,Service Programs,2016-06-23,2017-03-30,2017-12-23,CDM-16,< = 5,Completed,157d 0H 0M 0S,65d 0H 0M 0S
Q05422,637610.1399999999,Major Works - Framework,2016-11-11T00:00:00Z,Service & Asset Lifecycle,2015-12-04,2016-11-21,2016-05-31,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-05-25,2017-09-30,2021-06-09,CDM-16,< = 5,Completed,179d 0H 0M 0S,185d 0H 0M 0S
Q05423,452525.0400000001,Major Works - Framework,2017-05-17T17:00:00Z,Service & Asset Lifecycle,2015-12-04,2017-06-05,2016-05-31,3 Gate Major Infrastructure,People Leadership Group,Capital Program Management Office,2017-10-10,2018-01-10,2018-10-10,CDM-16,< = 5,Completed,179d 0H 0M 0S,127d 0H 0M 0S
Q05433,892285.3499999999,Major Works - Framework,2016-11-11T17:00:00Z,Service & Asset Lifecycle,2016-01-29,2016-11-21,2016-05-27,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-05-25,2017-09-30,2021-06-09,CDM-16,< = 5,Completed,119d 0H 0M 0S,185d 0H 0M 0S
Q05438,1067823.52,Major Works - Framework,2016-11-11T17:00:00Z,Service & Asset Lifecycle,2016-01-29,2016-11-21,2016-05-27,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-06-26,2017-09-30,2021-06-09,CDM-16,< = 5,Completed,119d 0H 0M 0S,217d 0H 0M 0S
Q05489,2330589.92,Major Works - Framework,NA,Service & Asset Lifecycle,2016-02-18,2016-06-01,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2016-12-15,2017-04-26,2018-07-17,CDM-16,< = 5,Completed,NA,197d 0H 0M 0S
Q05512,1245532.5299999998,Major Works - Framework,NA,Service & Asset Lifecycle,NA,2016-05-13,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-01-19,2017-09-06,2018-01-30,CDM-16,< = 5,Completed,NA,251d 0H 0M 0S
Q05519,767367.9399999998,Major Works - Framework,2017-01-31T17:00:00Z,Service & Asset Lifecycle,2016-07-11,2017-02-28,2016-10-24,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-06-28,2017-12-29,2021-07-01,CDM-16,< = 5,Completed,105d 0H 0M 0S,120d 0H 0M 0S
Q05537,922409.97,Major Works - Framework,NA,Service & Asset Lifecycle,2016-04-29,2016-12-07,2016-08-16,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-10-19,2018-02-28,2018-10-18,CDM-16,< = 5,Completed,109d 0H 0M 0S,316d 0H 0M 0S
Q05622,228285542.3,Major Works - Open Market,2025-05-30T17:00:00Z,Service & Asset Lifecycle,2016-09-07,2025-06-23,2023-11-24,3 Gate Major Infrastructure,DTF,Major Capital Delivery,2030-03-29,2030-06-27,2032-04-01,CDM-21,> 80,Ongoing,2634d 0H 0M 0S,1740d 0H 0M 0S
Q05626,370857975.07,Major Works - Open Market,2023-04-03T17:00:00Z,Service & Asset Lifecycle,2017-10-31,2023-06-23,2020-09-25,3 Gate Major Infrastructure,DTF,Major Capital Delivery,2028-05-29,2028-08-29,2030-06-04,CDM-21,> 80,Ongoing,1060d 0H 0M 0S,1802d 0H 0M 0S
Q05632,26074239.34,Major Works - Open Market,2028-03-27T17:00:00Z,Service & Asset Lifecycle,2017-11-03,2028-10-03,2025-12-30,4 Gate Major Infrastructure,MD,Service Enablement - One Water,2030-04-12,2030-07-12,2032-04-13,CDM-26,20-50,Ongoing,2979d 0H 0M 0S,556d 0H 0M 0S
Q05635,805524.7300000001,Major Works - Framework,2017-11-20T17:00:00Z,Service & Asset Lifecycle,2016-06-24,2017-12-15,2016-11-18,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-06-29,2019-05-27,2019-06-28,CDM-16,< = 5,Completed,147d 0H 0M 0S,196d 0H 0M 0S
Q05636,1669895.3700000003,Major Works - Small Scale,2020-09-21T17:00:00Z,Service & Asset Lifecycle,2016-06-24,2020-12-08,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2021-08-23,2021-12-21,2024-03-08,CDM-16,< = 5,Completed,NA,258d 0H 0M 0S
Q05642,1200710.48,Major Works - Framework,2017-11-20T08:00:00Z,Service & Asset Lifecycle,2016-07-11,2017-12-15,2016-11-18,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-06-29,2019-05-27,2019-06-28,CDM-16,< = 5,Completed,130d 0H 0M 0S,196d 0H 0M 0S
Q05644,2075935.9300000004,Major Works - Framework,2017-02-03T17:00:00Z,Service & Asset Lifecycle,2016-09-20,2017-04-27,2016-11-29,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-10-09,2019-08-07,2019-10-17,CDM-16,< = 5,Completed,70d 0H 0M 0S,530d 0H 0M 0S
Q05648,754036.4700000002,Major Works - Small Scale,2018-08-01T17:00:00Z,Service & Asset Lifecycle,2016-06-24,2018-10-17,2016-10-24,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-01-30,2019-04-30,2020-01-31,CDM-16,< = 5,Completed,122d 0H 0M 0S,105d 0H 0M 0S
Q05649,3153194.999999999,Major Works - Framework,2017-12-08T17:00:00Z,Service & Asset Lifecycle,2016-07-08,2018-05-07,2016-10-24,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2018-10-30,2019-05-27,2019-10-30,CDM-16,< = 5,Completed,108d 0H 0M 0S,176d 0H 0M 0S
Q05651,1121231.59,Major Works - Framework,2017-02-03T17:00:00Z,Service & Asset Lifecycle,2016-09-19,2017-04-28,2016-11-23,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-10-16,2019-04-30,2019-10-17,CDM-16,< = 5,Completed,65d 0H 0M 0S,536d 0H 0M 0S
Q05652,467119.87,Major Works - Framework,2017-01-31T17:00:00Z,Service & Asset Lifecycle,2016-07-11,2017-02-27,2016-10-24,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-06-28,2017-12-15,2024-05-30,CDM-16,< = 5,Completed,105d 0H 0M 0S,121d 0H 0M 0S
Q05653,335849.82000000007,Major Works - Framework,2017-01-31T00:00:00Z,Service & Asset Lifecycle,2016-07-11,2017-02-27,2016-10-24,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-06-28,2017-12-15,2021-07-01,CDM-16,< = 5,Completed,105d 0H 0M 0S,121d 0H 0M 0S
Q05654,1085803.03,Major Works - Framework,2017-11-20T17:00:00Z,Service & Asset Lifecycle,2016-07-08,2017-12-15,2016-11-18,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-06-29,2019-05-27,2019-06-28,CDM-16,< = 5,Completed,133d 0H 0M 0S,196d 0H 0M 0S
Q05655,1536698.2599999993,Major Works - Framework,2017-11-20T17:00:00Z,Service & Asset Lifecycle,2016-08-25,2017-12-15,2016-11-18,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-06-29,2019-05-27,2019-06-28,CDM-16,< = 5,Completed,85d 0H 0M 0S,196d 0H 0M 0S
Q05656,886796.0899999999,Major Works - Small Scale,2018-05-14T17:00:00Z,Service & Asset Lifecycle,2016-07-11,2018-06-05,2016-11-18,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-08-02,2018-10-30,2019-07-29,CDM-16,< = 5,Completed,130d 0H 0M 0S,58d 0H 0M 0S
Q05657,1684421.8899999997,Major Works - Small Scale,2017-11-20T17:00:00Z,Service & Asset Lifecycle,2016-07-11,2018-03-15,2016-11-18,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-07-27,2018-10-17,2019-07-29,CDM-16,< = 5,Completed,130d 0H 0M 0S,134d 0H 0M 0S
Q05658,216378.52,Major Works - Small Scale,2017-11-20T17:00:00Z,Service & Asset Lifecycle,2016-07-11,2018-04-26,2016-11-18,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-06-08,2018-06-08,2019-05-06,CDM-16,< = 5,Completed,130d 0H 0M 0S,43d 0H 0M 0S
Q05663,2299831.899999999,Major Works - Framework,2017-11-20T17:00:00Z,Service & Asset Lifecycle,2016-07-11,2017-12-15,2016-11-18,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-06-29,2019-05-27,2019-06-28,CDM-16,< = 5,Completed,130d 0H 0M 0S,196d 0H 0M 0S
Q05667,3881967.350000003,Major Works - Framework,2019-03-14T17:00:00Z,Service & Asset Lifecycle,2016-07-30,2019-06-13,2017-06-01,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2020-12-18,2021-04-06,2022-05-09,CDM-16,< = 5,Completed,306d 0H 0M 0S,554d 0H 0M 0S
Q05673,1549913.1,Major Works - Small Scale,2018-07-26T17:00:00Z,Service & Asset Lifecycle,2016-07-11,2018-09-24,2016-10-24,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-05-13,2019-09-04,2020-05-13,CDM-16,< = 5,Completed,105d 0H 0M 0S,231d 0H 0M 0S
Q05674,629975.7699999999,Major Works - Small Scale,2017-07-17T17:00:00Z,Service & Asset Lifecycle,2016-07-11,2017-07-27,2016-10-24,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-10-16,2017-12-14,2019-10-16,CDM-16,< = 5,Completed,105d 0H 0M 0S,81d 0H 0M 0S
Q05675,1147152.08,Major Works - Framework,2017-11-20T17:00:00Z,Service & Asset Lifecycle,2016-07-08,2017-12-11,2016-11-18,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-06-29,2019-05-31,2019-06-28,CDM-16,< = 5,Completed,133d 0H 0M 0S,200d 0H 0M 0S
Q05704,9240905.760000004,Major Works - Small Scale,2017-08-25T17:00:00Z,Service & Asset Lifecycle,2016-09-29,2017-07-06,2016-09-29,3 Gate Major Infrastructure,MD,Major Capital Delivery,2020-05-29,2021-03-03,2021-03-26,CDM-16,5-10,Completed,0S,1058d 0H 0M 0S
Q05706,3059224.6100000013,Major Works - Framework,2018-09-27T17:00:00Z,Service & Asset Lifecycle,2017-02-03,2019-01-18,NA,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2019-08-09,2020-12-24,2022-05-06,CDM-16,< = 5,Completed,NA,203d 0H 0M 0S
Q05707,27386024.96,Major Works - Framework,2024-05-20T17:00:00Z,Service & Asset Lifecycle,2017-10-26,2024-09-05,2022-11-25,3 Gate Major Infrastructure,MD,Major Capital Delivery,2026-05-18,2026-08-14,2027-05-18,CDM-21,20-50,Ongoing,1856d 0H 0M 0S,620d 0H 0M 0S
Q05708,175723033.08999997,Major Works - Open Market,2021-03-22T17:00:00Z,Service & Asset Lifecycle,2018-03-09,2021-07-23,2019-05-24,4 Gate Major Infrastructure,DTF,Major Capital Delivery,2025-02-28,2025-06-05,2027-03-04,CDM-16,> 80,Ongoing,441d 0H 0M 0S,1316d 0H 0M 0S
Q05712,3534459.2700000005,Major Works - Small Scale,2018-03-05T17:00:00Z,Service & Asset Lifecycle,2017-02-03,2018-08-01,2017-02-23,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2019-08-21,2019-12-05,2020-08-21,CDM-16,< = 5,Completed,20d 0H 0M 0S,385d 0H 0M 0S
Q05750,1904416.15,Major Works - Small Scale,2018-02-27T17:00:00Z,Service & Asset Lifecycle,2017-01-03,2018-03-20,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-10-17,2019-01-15,2019-10-17,CDM-16,< = 5,Completed,NA,211d 0H 0M 0S
Q05760,461153.2299999999,Major Works - Small Scale,2017-07-31T17:00:00Z,Service & Asset Lifecycle,2016-12-09,2017-08-31,2017-03-24,2 Gate Major Infrastructure,People Leadership Group,Capital Program Management Office,2018-02-15,2019-07-11,2019-07-12,CDM-16,< = 5,Completed,105d 0H 0M 0S,168d 0H 0M 0S
Q05766,1115538.64,Major Works - Framework,2017-11-23T17:00:00Z,Service & Asset Lifecycle,2017-01-03,2017-12-21,2017-09-26,2 Gate Major Infrastructure,People Leadership Group,Capital Program Management Office,2018-10-31,2019-09-03,2019-11-29,CDM-16,< = 5,Completed,266d 0H 0M 0S,314d 0H 0M 0S
Q05770,616682.8999999999,Major Works - Open Market,2016-12-16T00:00:00Z,Service & Asset Lifecycle,2016-11-18,2017-01-23,2017-01-23,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2021-11-30,2021-11-30,2021-11-30,CDM-16,< = 5,Completed,66d 0H 0M 0S,1772d 0H 0M 0S
Q05772,41179117.47000002,Major Works - Framework,2019-05-01T17:00:00Z,Service & Asset Lifecycle,2016-10-28,2018-05-25,2016-12-09,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2024-03-28,2024-06-26,2026-04-01,CDM-16,20-50,Completed,42d 0H 0M 0S,2134d 0H 0M 0S
Q05785,647065.7099999998,Major Works - Open Market,2017-08-17T17:00:00Z,Service & Asset Lifecycle,2017-02-28,2017-11-17,2017-11-17,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-10-11,2023-03-17,2023-03-17,CDM-16,< = 5,Completed,262d 0H 0M 0S,328d 0H 0M 0S
Q05787,742755.35,Major Works - Small Scale,2017-11-20T17:00:00Z,Service & Asset Lifecycle,2017-01-03,2018-04-23,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-07-05,2018-12-20,2019-07-29,CDM-16,< = 5,Completed,NA,73d 0H 0M 0S
Q05788,1802703.6400000004,Major Works - Small Scale,2018-09-03T17:00:00Z,Service & Asset Lifecycle,2017-01-03,2019-10-11,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2020-03-26,2020-06-24,2021-03-24,CDM-16,< = 5,Completed,NA,167d 0H 0M 0S
Q05801,2003880.6900000009,Major Works - Small Scale,2018-09-03T17:00:00Z,Service & Asset Lifecycle,2017-01-03,2019-04-24,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-10-10,2019-12-20,2020-11-17,CDM-16,< = 5,Completed,NA,169d 0H 0M 0S
Q05802,1123138.83,Major Works - Framework,2017-11-20T17:00:00Z,Service & Asset Lifecycle,2017-01-03,2017-12-18,NA,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-06-29,2019-05-27,2019-10-14,CDM-16,< = 5,Completed,NA,193d 0H 0M 0S
Q06810,2714107.24,Major Works - Small Scale,2018-09-03T17:00:00Z,Service & Asset Lifecycle,2017-01-03,2018-10-23,NA,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2019-07-16,2019-10-16,2020-07-03,CDM-16,< = 5,Completed,NA,266d 0H 0M 0S
Q06812,979350.23,Major Works - Small Scale,2018-09-27T17:00:00Z,Service & Asset Lifecycle,2016-12-19,2027-11-18,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2028-05-29,2028-08-30,2030-06-03,CDM-26,< = 5,Ongoing,NA,193d 0H 0M 0S
Q06813,1331905.1799999997,Major Works - Small Scale,2018-09-07T17:00:00Z,Service & Asset Lifecycle,2017-01-03,2019-06-04,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-11-01,2019-12-20,2020-10-27,CDM-16,< = 5,Completed,NA,150d 0H 0M 0S
Q06823,1078852.11,Major Works - Small Scale,2018-09-10T17:00:00Z,Service & Asset Lifecycle,2017-01-19,2018-12-10,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-04-04,2019-07-04,2020-04-06,CDM-16,< = 5,Completed,NA,115d 0H 0M 0S
Q06824,568696.4600000002,Major Works - Framework,2017-11-20T17:00:00Z,Service & Asset Lifecycle,2017-01-03,2017-12-15,NA,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-06-29,2019-05-27,2019-06-28,CDM-16,< = 5,Completed,NA,196d 0H 0M 0S
Q06859,3455337.390000001,Major Works - Framework,2018-09-27T17:00:00Z,Service & Asset Lifecycle,2017-10-23,2019-04-09,NA,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2020-02-25,2020-05-15,2021-10-29,CDM-16,< = 5,Completed,NA,322d 0H 0M 0S
Q06861,1144711.7300000002,Major Works - Framework,NA,Service & Asset Lifecycle,2017-04-06,2017-06-08,2017-04-06,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-08-02,2018-06-29,2018-08-02,CDM-16,< = 5,Completed,0S,55d 0H 0M 0S
Q06862,2335301.0500000003,Major Works - Small Scale,2017-09-01T17:00:00Z,Service & Asset Lifecycle,2017-04-05,2017-10-03,2017-08-01,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-08-14,2018-11-14,2019-07-24,CDM-16,< = 5,Completed,118d 0H 0M 0S,315d 0H 0M 0S
Q06865,387050.2,Major Works - Small Scale,NA,Service & Asset Lifecycle,2017-03-23,2017-08-31,2017-08-25,2 Gate Major Infrastructure,People Leadership Group,Capital Program Management Office,2018-02-26,2018-12-12,2019-05-28,CDM-16,< = 5,Completed,155d 0H 0M 0S,179d 0H 0M 0S
Q06875,5664905.960000003,Major Works - Framework,2019-03-14T17:00:00Z,Service & Asset Lifecycle,2018-01-05,2019-06-11,2018-11-23,3 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2021-01-21,2021-04-27,2022-04-20,CDM-16,5-10,Completed,322d 0H 0M 0S,590d 0H 0M 0S
Q06902,744155.5599999997,Major Works - Small Scale,2018-10-03T17:00:00Z,Service & Asset Lifecycle,2017-11-30,2018-11-26,NA,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-04-17,2019-10-01,2020-04-17,CDM-16,< = 5,Completed,NA,142d 0H 0M 0S
Q06904,494533.79,Major Works - Open Market,NA,Service & Asset Lifecycle,2017-04-05,2017-12-11,2017-09-21,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-05-30,2019-04-30,2019-08-19,CDM-16,< = 5,Completed,169d 0H 0M 0S,170d 0H 0M 0S
Q06910,4703746.250000004,Major Works - Small Scale,2017-11-17T17:00:00Z,Service & Asset Lifecycle,2017-08-28,2018-02-23,2018-02-23,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2024-09-24,2024-12-19,2025-09-23,CDM-16,< = 5,Ongoing,179d 0H 0M 0S,2405d 0H 0M 0S
Q06915,1975661.0200000005,Major Works - Small Scale,2017-11-30T17:00:00Z,Service & Asset Lifecycle,2017-10-02,2018-06-19,2018-06-19,2 Gate Major Infrastructure,People Leadership Group,Service Enablement - One Water,2019-08-14,2020-03-13,2020-11-16,CDM-16,< = 5,Completed,260d 0H 0M 0S,421d 0H 0M 0S
