ID,FFC,Delivery Program,Tender Closed,Owner Group,BNI,BCA,PBC,EPT,Approval body,Owner Team,Stage1,Stage2,Stage3
Q05099,715837.6799999999,Major Works - Open Market,2016-06-10 17:00:00,Service & Asset Lifecycle,5/11/2014 5:00:00 PM,2016-06-24 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-03-16 17:00:00,2018-03-19 08:00:00,2020-04-27 17:00:00
Q05102,10814083.600000005,Major Works - Framework,2020-12-02 17:00:00,Service & Asset Lifecycle,2/10/2017 5:00:00 PM,2021-02-26 08:00:00,8/04/2019 5:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2024-05-14 17:00:00,2024-08-12 17:00:00,2026-05-13 17:00:00
Q05123,2939646.3899999987,Major Works - Framework,2016-05-06 17:00:00,Service & Asset Lifecycle,5/03/2015,2016-07-05 00:00:00,20/04/2016 5:00:00 PM,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2019-11-12 17:00:00,2021-06-02 17:00:00,2021-10-25 17:00:00
Q05124,3320334.470000001,Major Works - Framework,2016-05-06 17:00:00,Service & Asset Lifecycle,5/03/2015,2016-07-05 00:00:00,20/04/2016 5:00:00 PM,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2018-04-10 17:00:00,2021-06-02 17:00:00,2021-07-13 17:00:00
Q05127,5819335.810000003,Major Works - Framework,2016-11-07 17:00:00,Service & Asset Lifecycle,21/04/2016 5:00:00 PM,2016-12-22 08:00:00,25/08/2016,3 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2018-03-28 17:00:00,2018-11-15 17:00:00,2020-09-01 17:00:00
Q05162,2525175.150000001,Major Works - Framework,2015-10-14 17:00:00,Service & Asset Lifecycle,25/11/2014 5:00:00 PM,2016-05-25 17:00:00,28/08/2015,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2017-08-29 17:00:00,2018-03-29 17:00:00,2020-05-25 17:00:00
Q05167,567089.44,Major Works - Framework,,Service & Asset Lifecycle,3/12/2014 5:00:00 PM,2016-08-16 17:00:00,8/06/2016 5:00:00 PM,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-04-05 17:00:00,2017-09-20 17:00:00,2019-04-08 17:00:00
Q05169,1905095.7500000005,Major Works - Framework,2016-01-03 08:00:00,Service & Asset Lifecycle,1/12/2014 5:00:00 PM,2016-02-15 17:00:00,30/09/2015 5:00:00 PM,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2016-12-22 17:00:00,2017-06-26 17:00:00,2019-01-03 17:00:00
Q05175,18149275.750000004,Major Works - Framework,2017-11-22 17:00:00,Service & Asset Lifecycle,1/12/2014 5:00:00 PM,2017-11-24 17:00:00,19/01/2017 5:00:00 PM,3 Gate Major Infrastructure,MD,Service Enablement - One Water,2019-11-11 17:00:00,2020-09-28 17:00:00,2022-03-22 17:00:00
Q05184,10116421.8,Major Works - Open Market,2019-08-26 17:00:00,Service & Asset Lifecycle,1/04/2016 5:00:00 PM,2020-04-02 17:00:00,19/10/2017 5:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2025-04-07 17:00:00,2025-07-11 17:00:00,2027-04-13 17:00:00
Q05192,7495747.010000002,Major Works - Framework,2017-04-27 17:00:00,Service & Asset Lifecycle,20/10/2016 5:00:00 PM,2017-10-13 08:00:00,3/07/2017 8:00:00 AM,3 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2019-12-18 14:23:48,2020-06-25 14:23:48,2022-03-03 17:00:00
Q05217,2578400.8399999985,Major Works - Framework,2016-10-20 00:00:00,Service & Asset Lifecycle,2/12/2015 5:00:00 PM,2016-12-19 16:00:00,2/12/2015 5:00:00 PM,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2017-10-04 17:00:00,2018-11-13 17:00:00,2019-09-12 17:00:00
Q05246,8308059.68,Major Works - Open Market,2029-02-20 17:00:00,Service & Asset Lifecycle,9/08/2018 5:00:00 PM,2029-06-19 17:00:00,27/04/2028 5:00:00 PM,3 Gate Major Infrastructure,MD,Service Programs,2030-10-04 17:00:00,2031-01-14 17:00:00,2032-10-04 17:00:00
Q05249,1205867.9299999997,Major Works - Framework,2016-02-05 17:00:00,Service & Asset Lifecycle,24/07/2015,2016-06-06 00:00:00,15/10/2015,3 Gate Major Infrastructure,People Leadership Group,Capital Program Management Office,2017-11-13 08:00:00,2018-04-09 17:00:00,2018-11-12 17:00:00
Q05252,4584901.589999999,Major Works - Framework,2016-08-12 17:00:00,Service & Asset Lifecycle,11/12/2015 5:00:00 PM,2016-09-13 00:00:00,6/05/2016 5:00:00 PM,4 Gate Major Infrastructure,Senior Leadership Group,Service Enablement - One Water,2017-08-17 08:00:00,2018-06-27 17:00:00,2018-09-01 17:00:00
Q05257,1707638.74,Major Works - Framework,2016-05-10 17:00:00,Service & Asset Lifecycle,29/06/2015,2016-06-06 17:00:00,25/09/2015 5:00:00 PM,3 Gate Major Infrastructure,People Leadership Group,Capital Program Management Office,2017-03-24 17:00:00,2017-09-29 17:00:00,2018-06-05 09:36:00
Q05260,5614072.310000003,Major Works - Small Scale,2018-04-18 17:00:00,Service & Asset Lifecycle,1/07/2015 5:00:00 PM,2018-07-13 17:00:00,24/11/2016,3 Gate Major Infrastructure,Executive Leadership Group,Service Enablement Waterways Catchments & Geotechnical,2021-09-08 17:00:00,2021-12-10 17:00:00,2024-07-31 17:00:00
Q05314,590579.2599999999,Major Works - Framework,,Service & Asset Lifecycle,2/08/2015,2016-05-05 17:00:00,7/09/2015,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2016-11-02 08:00:00,2017-01-27 17:00:00,2018-05-04 17:00:00
Q05322,25470040.69,Major Works - Framework,2021-10-27 17:00:00,Service & Asset Lifecycle,23/12/2015 4:00:00 PM,2022-02-11 17:00:00,28/02/2020 5:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2024-07-19 17:00:00,2025-01-24 17:00:00,2026-07-21 17:00:00
Q05333,94864541.15000004,Major Works - Open Market,2021-10-11 17:00:00,Service & Asset Lifecycle,21/11/2016 5:00:00 PM,2022-02-11 17:00:00,28/02/2020 5:00:00 PM,3 Gate Major Infrastructure,MW Board,Major Capital Delivery,2024-08-08 17:00:00,2024-10-25 17:00:00,2026-07-28 17:00:00
Q05376,60239150.720000036,Major Works - Open Market,2020-06-26 17:00:00,Service & Asset Lifecycle,3/01/2017 5:00:00 PM,2020-11-10 17:00:00,25/05/2018 8:00:00 AM,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2025-07-30 17:00:00,2025-10-29 17:00:00,2027-08-03 17:00:00
Q05381,2484389.4100000006,Major Works - Framework,2016-11-14 08:00:00,Service & Asset Lifecycle,30/06/2016 5:00:00 PM,2017-01-27 00:00:00,30/08/2016,3 Gate Major Infrastructure,People Leadership Group,Capital Program Management Office,2018-01-31 17:00:00,2018-04-16 17:00:00,2020-02-13 17:00:00
Q05387,54700733.91,Major Works - Open Market,2027-02-02 17:00:00,Service & Asset Lifecycle,31/10/2019 5:00:00 PM,2027-04-13 17:00:00,27/10/2025 5:00:00 PM,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Service Enablement - One Water,2029-10-02 17:00:00,2030-01-10 17:00:00,2030-10-01 17:00:00
Q05389,7361779.419999998,Major Works - Framework,2017-09-20 17:00:00,Service & Asset Lifecycle,22/03/2016 5:00:00 PM,2017-11-27 08:00:00,22/09/2016,3 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2019-07-30 17:00:00,2019-10-30 17:00:00,2021-10-11 17:00:00
Q05410,2404640.4399999976,Major Works - Framework,,Service & Asset Lifecycle,26/10/2015 5:00:00 PM,2016-04-19 00:00:00,31/03/2016 5:00:00 PM,3 Gate Major Infrastructure,People Leadership Group,Service Programs,2016-06-23 17:00:00,2017-03-30 17:00:00,2017-12-23 17:00:00
Q05422,637610.1399999999,Major Works - Framework,2016-11-11 00:00:00,Service & Asset Lifecycle,4/12/2015 5:00:00 PM,2016-11-21 00:00:00,31/05/2016 5:00:00 PM,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-05-25 17:00:00,2017-09-30 17:00:00,2021-06-09 17:00:00
Q05423,452525.0400000001,Major Works - Framework,2017-05-17 17:00:00,Service & Asset Lifecycle,4/12/2015 5:00:00 PM,2017-06-05 17:00:00,31/05/2016 5:00:00 PM,3 Gate Major Infrastructure,People Leadership Group,Capital Program Management Office,2017-10-10 17:00:00,2018-01-10 17:00:00,2018-10-10 09:36:00
Q05433,892285.3499999999,Major Works - Framework,2016-11-11 17:00:00,Service & Asset Lifecycle,29/01/2016 5:00:00 PM,2016-11-21 08:00:00,27/05/2016 5:00:00 PM,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-05-25 17:00:00,2017-09-30 17:00:00,2021-06-09 17:00:00
Q05438,1067823.52,Major Works - Framework,2016-11-11 17:00:00,Service & Asset Lifecycle,29/01/2016 5:00:00 PM,2016-11-21 00:00:00,27/05/2016 5:00:00 PM,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-06-26 17:00:00,2017-09-30 17:00:00,2021-06-09 17:00:00
Q05489,2330589.92,Major Works - Framework,,Service & Asset Lifecycle,18/02/2016 5:00:00 PM,2016-06-01 00:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2016-12-15 08:00:00,2017-04-26 17:00:00,2018-07-17 08:48:00
Q05512,1245532.5299999998,Major Works - Framework,,Service & Asset Lifecycle,,2016-05-13 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-01-19 17:00:00,2017-09-06 00:00:00,2018-01-30 12:00:00
Q05519,767367.9399999998,Major Works - Framework,2017-01-31 17:00:00,Service & Asset Lifecycle,11/07/2016 8:00:00 AM,2017-02-28 08:00:00,24/10/2016,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-06-28 17:00:00,2017-12-29 17:00:00,2021-07-01 17:00:00
Q05537,922409.97,Major Works - Framework,,Service & Asset Lifecycle,29/04/2016 5:00:00 PM,2016-12-07 17:00:00,16/08/2016 8:00:00 AM,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-10-19 17:00:00,2018-02-28 17:00:00,2018-10-18 17:00:00
Q05622,228285542.3,Major Works - Open Market,2025-05-30 17:00:00,Service & Asset Lifecycle,7/09/2016 5:00:00 PM,2025-06-23 17:00:00,24/11/2023 5:00:00 PM,3 Gate Major Infrastructure,DTF,Major Capital Delivery,2030-03-29 17:00:00,2030-06-27 17:00:00,2032-04-01 17:00:00
Q05626,370857975.07,Major Works - Open Market,2023-04-03 17:00:00,Service & Asset Lifecycle,31/10/2017 5:00:00 PM,2023-06-23 17:00:00,25/09/2020 8:00:00 AM,3 Gate Major Infrastructure,DTF,Major Capital Delivery,2028-05-29 17:00:00,2028-08-29 17:00:00,2030-06-04 17:00:00
Q05632,26074239.34,Major Works - Open Market,2028-03-27 17:00:00,Service & Asset Lifecycle,3/11/2017 5:00:00 PM,2028-10-03 17:00:00,30/12/2025 5:00:00 PM,4 Gate Major Infrastructure,MD,Service Enablement - One Water,2030-04-12 17:00:00,2030-07-12 17:00:00,2032-04-13 17:00:00
Q05635,805524.7300000001,Major Works - Framework,2017-11-20 17:00:00,Service & Asset Lifecycle,24/06/2016 5:00:00 PM,2017-12-15 17:00:00,18/11/2016,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-06-29 17:00:00,2019-05-27 17:00:00,2019-06-28 17:00:00
Q05636,1669895.3700000003,Major Works - Small Scale,2020-09-21 17:00:00,Service & Asset Lifecycle,24/06/2016 5:00:00 PM,2020-12-08 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2021-08-23 17:00:00,2021-12-21 17:00:00,2024-03-08 17:00:00
Q05642,1200710.48,Major Works - Framework,2017-11-20 08:00:00,Service & Asset Lifecycle,11/07/2016 5:00:00 PM,2017-12-15 17:00:00,18/11/2016,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-06-29 17:00:00,2019-05-27 17:00:00,2019-06-28 17:00:00
Q05644,2075935.9300000004,Major Works - Framework,2017-02-03 17:00:00,Service & Asset Lifecycle,20/09/2016,2017-04-27 17:00:00,29/11/2016,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-10-09 17:00:00,2019-08-07 17:00:00,2019-10-17 17:00:00
Q05648,754036.4700000002,Major Works - Small Scale,2018-08-01 17:00:00,Service & Asset Lifecycle,24/06/2016 8:57:00 AM,2018-10-17 17:00:00,24/10/2016,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-01-30 17:00:00,2019-04-30 17:00:00,2020-01-31 17:00:00
Q05649,3153194.999999999,Major Works - Framework,2017-12-08 17:00:00,Service & Asset Lifecycle,8/07/2016 5:00:00 PM,2018-05-07 08:00:00,24/10/2016,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2018-10-30 17:00:00,2019-05-27 17:00:00,2019-10-30 17:00:00
Q05651,1121231.59,Major Works - Framework,2017-02-03 17:00:00,Service & Asset Lifecycle,19/09/2016 5:00:00 PM,2017-04-28 17:00:00,23/11/2016 8:00:00 AM,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-10-16 17:00:00,2019-04-30 17:00:00,2019-10-17 17:00:00
Q05652,467119.87,Major Works - Framework,2017-01-31 17:00:00,Service & Asset Lifecycle,11/07/2016 5:00:00 PM,2017-02-27 00:00:00,24/10/2016,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-06-28 17:00:00,2017-12-15 17:00:00,2024-05-30 17:00:00
Q05653,335849.82000000007,Major Works - Framework,2017-01-31 00:00:00,Service & Asset Lifecycle,11/07/2016 5:00:00 PM,2017-02-27 00:00:00,24/10/2016,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-06-28 00:00:00,2017-12-15 17:00:00,2021-07-01 17:00:00
Q05654,1085803.03,Major Works - Framework,2017-11-20 17:00:00,Service & Asset Lifecycle,8/07/2016 5:00:00 PM,2017-12-15 17:00:00,18/11/2016,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-06-29 17:00:00,2019-05-27 17:00:00,2019-06-28 17:00:00
Q05655,1536698.2599999993,Major Works - Framework,2017-11-20 17:00:00,Service & Asset Lifecycle,25/08/2016 5:00:00 PM,2017-12-15 17:00:00,18/11/2016,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-06-29 17:00:00,2019-05-27 17:00:00,2019-06-28 17:00:00
Q05656,886796.0899999999,Major Works - Small Scale,2018-05-14 17:00:00,Service & Asset Lifecycle,11/07/2016 8:58:00 AM,2018-06-05 17:00:00,18/11/2016,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-08-02 17:00:00,2018-10-30 17:00:00,2019-07-29 17:00:00
Q05657,1684421.8899999997,Major Works - Small Scale,2017-11-20 17:00:00,Service & Asset Lifecycle,11/07/2016 5:00:00 PM,2018-03-15 17:00:00,18/11/2016,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-07-27 17:00:00,2018-10-17 17:00:00,2019-07-29 17:00:00
Q05658,216378.52,Major Works - Small Scale,2017-11-20 17:00:00,Service & Asset Lifecycle,11/07/2016 5:00:00 PM,2018-04-26 17:00:00,18/11/2016 8:00:00 AM,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-06-08 17:00:00,2018-06-08 08:00:00,2019-05-06 17:00:00
Q05663,2299831.899999999,Major Works - Framework,2017-11-20 17:00:00,Service & Asset Lifecycle,11/07/2016 5:00:00 PM,2017-12-15 17:00:00,18/11/2016 8:00:00 AM,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-06-29 17:00:00,2019-05-27 17:00:00,2019-06-28 17:00:00
Q05667,3881967.350000003,Major Works - Framework,2019-03-14 17:00:00,Service & Asset Lifecycle,30/07/2016 5:00:00 PM,2019-06-13 17:00:00,1/06/2017 5:00:00 PM,3 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2020-12-18 17:00:00,2021-04-06 17:00:00,2022-05-09 17:00:00
Q05673,1549913.0999999999,Major Works - Small Scale,2018-07-26 17:00:00,Service & Asset Lifecycle,11/07/2016 5:00:00 PM,2018-09-24 17:00:00,24/10/2016,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-05-13 17:00:00,2019-09-04 17:00:00,2020-05-13 17:00:00
Q05674,629975.7699999999,Major Works - Small Scale,2017-07-17 17:00:00,Service & Asset Lifecycle,11/07/2016 5:00:00 PM,2017-07-27 00:00:00,24/10/2016,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-10-16 08:00:00,2017-12-14 17:00:00,2019-10-16 17:00:00
Q05675,1147152.08,Major Works - Framework,2017-11-20 17:00:00,Service & Asset Lifecycle,8/07/2016 5:00:00 PM,2017-12-11 17:00:00,18/11/2016,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-06-29 17:00:00,2019-05-31 17:00:00,2019-06-28 17:00:00
Q05704,9240905.760000004,Major Works - Small Scale,2017-08-25 17:00:00,Service & Asset Lifecycle,29/09/2016,2017-07-06 17:00:00,29/09/2016,3 Gate Major Infrastructure,MD,Major Capital Delivery,2020-05-29 08:00:00,2021-03-03 17:00:00,2021-03-26 17:00:00
Q05706,3059224.6100000013,Major Works - Framework,2018-09-27 17:00:00,Service & Asset Lifecycle,3/02/2017 5:00:00 PM,2019-01-18 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2019-08-09 17:00:00,2020-12-24 17:00:00,2022-05-06 17:00:00
Q05707,27386024.96,Major Works - Framework,2024-05-20 17:00:00,Service & Asset Lifecycle,26/10/2017 5:00:00 PM,2024-09-05 17:00:00,25/11/2022 5:00:00 PM,3 Gate Major Infrastructure,MD,Major Capital Delivery,2026-05-18 17:00:00,2026-08-14 17:00:00,2027-05-18 17:00:00
Q05708,175723033.08999997,Major Works - Open Market,2021-03-22 17:00:00,Service & Asset Lifecycle,9/03/2018 5:00:00 PM,2021-07-23 08:00:00,24/05/2019 5:00:00 PM,4 Gate Major Infrastructure,DTF,Major Capital Delivery,2025-02-28 17:00:00,2025-06-05 17:00:00,2027-03-04 17:00:00
Q05712,3534459.2700000005,Major Works - Small Scale,2018-03-05 17:00:00,Service & Asset Lifecycle,3/02/2017 5:00:00 PM,2018-08-01 17:00:00,23/02/2017 8:00:00 AM,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2019-08-21 17:00:00,2019-12-05 17:00:00,2020-08-21 17:00:00
Q05750,1904416.1500000001,Major Works - Small Scale,2018-02-27 17:00:00,Service & Asset Lifecycle,3/01/2017 8:00:00 AM,2018-03-20 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-10-17 17:00:00,2019-01-15 17:00:00,2019-10-17 17:00:00
Q05760,461153.2299999999,Major Works - Small Scale,2017-07-31 17:00:00,Service & Asset Lifecycle,9/12/2016 5:00:00 PM,2017-08-31 17:00:00,24/03/2017 5:00:00 PM,2 Gate Major Infrastructure,People Leadership Group,Capital Program Management Office,2018-02-15 17:00:00,2019-07-11 17:00:00,2019-07-12 17:00:00
Q05766,1115538.64,Major Works - Framework,2017-11-23 17:00:00,Service & Asset Lifecycle,3/01/2017 5:00:00 PM,2017-12-21 09:55:12,26/09/2017,2 Gate Major Infrastructure,People Leadership Group,Capital Program Management Office,2018-10-31 17:00:00,2019-09-03 17:00:00,2019-11-29 17:00:00
Q05770,616682.8999999999,Major Works - Open Market,2016-12-16 00:00:00,Service & Asset Lifecycle,18/11/2016 5:00:00 PM,2017-01-23 17:00:00,23/01/2017 8:00:00 AM,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2021-11-30 17:00:00,2021-11-30 17:00:00,2021-11-30 17:00:00
Q05772,41179117.47000002,Major Works - Framework,2019-05-01 17:00:00,Service & Asset Lifecycle,28/10/2016 5:00:00 PM,2018-05-25 17:00:00,9/12/2016 5:00:00 PM,3 Gate Major Infrastructure,"Finance, Audit and Compliance",Major Capital Delivery,2024-03-28 17:00:00,2024-06-26 17:00:00,2026-04-01 17:00:00
Q05785,647065.7099999998,Major Works - Open Market,2017-08-17 17:00:00,Service & Asset Lifecycle,28/02/2017 8:00:00 AM,2017-11-17 17:00:00,17/11/2017 5:00:00 PM,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-10-11 17:00:00,2023-03-17 17:00:00,2023-03-17 17:00:00
Q05787,742755.35,Major Works - Small Scale,2017-11-20 17:00:00,Service & Asset Lifecycle,3/01/2017 8:00:00 AM,2018-04-23 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-07-05 17:00:00,2018-12-20 17:00:00,2019-07-29 17:00:00
Q05788,1802703.6400000004,Major Works - Small Scale,2018-09-03 17:00:00,Service & Asset Lifecycle,3/01/2017 8:00:00 AM,2019-10-11 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2020-03-26 17:00:00,2020-06-24 17:00:00,2021-03-24 17:00:00
Q05801,2003880.6900000006,Major Works - Small Scale,2018-09-03 17:00:00,Service & Asset Lifecycle,3/01/2017 8:00:00 AM,2019-04-24 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-10-10 17:00:00,2019-12-20 17:00:00,2020-11-17 17:00:00
Q05802,1123138.83,Major Works - Framework,2017-11-20 17:00:00,Service & Asset Lifecycle,3/01/2017 8:00:00 AM,2017-12-18 08:00:00,,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-06-29 17:00:00,2019-05-27 17:00:00,2019-10-14 17:00:00
Q06810,2714107.2399999998,Major Works - Small Scale,2018-09-03 17:00:00,Service & Asset Lifecycle,3/01/2017 8:00:00 AM,2018-10-23 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2019-07-16 17:00:00,2019-10-16 17:00:00,2020-07-03 17:00:00
Q06812,979350.23,Major Works - Small Scale,2018-09-27 17:00:00,Service & Asset Lifecycle,19/12/2016 5:00:00 PM,2027-11-18 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2028-05-29 17:00:00,2028-08-30 17:00:00,2030-06-03 17:00:00
Q06813,1331905.1799999997,Major Works - Small Scale,2018-09-07 17:00:00,Service & Asset Lifecycle,3/01/2017 8:00:00 AM,2019-06-04 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-11-01 17:00:00,2019-12-20 17:00:00,2020-10-27 17:00:00
Q06823,1078852.1099999999,Major Works - Small Scale,2018-09-10 17:00:00,Service & Asset Lifecycle,19/01/2017 8:00:00 AM,2018-12-10 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-04-04 17:00:00,2019-07-04 17:00:00,2020-04-06 17:00:00
Q06824,568696.4600000002,Major Works - Framework,2017-11-20 17:00:00,Service & Asset Lifecycle,3/01/2017 8:00:00 AM,2017-12-15 17:00:00,,3 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-06-29 17:00:00,2019-05-27 17:00:00,2019-06-28 17:00:00
Q06859,3455337.390000001,Major Works - Framework,2018-09-27 17:00:00,Service & Asset Lifecycle,23/10/2017 5:00:00 PM,2019-04-09 17:00:00,,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2020-02-25 17:00:00,2020-05-15 17:00:00,2021-10-29 17:00:00
Q06861,1144711.7300000002,Major Works - Framework,,Service & Asset Lifecycle,6/04/2017 5:00:00 PM,2017-06-08 17:00:00,6/04/2017 5:00:00 PM,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2017-08-02 17:00:00,2018-06-29 17:00:00,2018-08-02 17:00:00
Q06862,2335301.0500000003,Major Works - Small Scale,2017-09-01 17:00:00,Service & Asset Lifecycle,5/04/2017 5:00:00 PM,2017-10-03 00:00:00,1/08/2017 5:00:00 PM,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-08-14 17:00:00,2018-11-14 17:00:00,2019-07-24 17:00:00
Q06865,387050.2,Major Works - Small Scale,,Service & Asset Lifecycle,23/03/2017 5:00:00 PM,2017-08-31 17:00:00,25/08/2017 8:00:00 AM,2 Gate Major Infrastructure,People Leadership Group,Capital Program Management Office,2018-02-26 17:00:00,2018-12-12 17:00:00,2019-05-28 17:00:00
Q06875,5664905.960000003,Major Works - Framework,2019-03-14 17:00:00,Service & Asset Lifecycle,5/01/2018 2:31:12 PM,2019-06-11 17:00:00,23/11/2018 5:00:00 PM,3 Gate Major Infrastructure,Executive Leadership Group,Major Capital Delivery,2021-01-21 17:00:00,2021-04-27 17:00:00,2022-04-20 17:00:00
Q06902,744155.5599999997,Major Works - Small Scale,2018-10-03 17:00:00,Service & Asset Lifecycle,30/11/2017 5:00:00 PM,2018-11-26 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2019-04-17 17:00:00,2019-10-01 17:00:00,2020-04-17 17:00:00
Q06904,494533.79,Major Works - Open Market,,Service & Asset Lifecycle,5/04/2017,2017-12-11 17:00:00,21/09/2017,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-05-30 17:00:00,2019-04-30 17:00:00,2019-08-19 17:00:00
Q06910,4703746.250000004,Major Works - Small Scale,2017-11-17 17:00:00,Service & Asset Lifecycle,28/08/2017 5:00:00 PM,2018-02-23 17:00:00,23/02/2018 5:00:00 PM,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2024-09-24 17:00:00,2024-12-19 17:00:00,2025-09-23 17:00:00
Q06915,1975661.0200000005,Major Works - Small Scale,2017-11-30 17:00:00,Service & Asset Lifecycle,2/10/2017 5:00:00 PM,2018-06-19 17:00:00,19/06/2018 5:00:00 PM,2 Gate Major Infrastructure,People Leadership Group,Service Enablement - One Water,2019-08-14 17:00:00,2020-03-13 17:00:00,2020-11-16 17:00:00
Q06925,4555581.38,Major Works - Framework,2019-05-17 17:00:00,Service & Asset Lifecycle,28/06/2017 5:00:00 PM,2017-11-30 08:00:00,28/06/2017 5:00:00 PM,2 Gate Major Infrastructure,Senior Leadership Group,Major Capital Delivery,2020-06-10 17:00:00,2020-09-10 17:00:00,2022-01-19 17:00:00
Q06936,658119.0999999997,Major Works - Small Scale,2018-03-02 17:00:00,Service & Asset Lifecycle,19/09/2017 5:00:00 PM,2018-06-05 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2020-10-26 17:00:00,2021-07-07 17:00:00,2021-10-29 17:00:00
Q06937,323528.83,Major Works - Small Scale,2018-10-05 17:00:00,Service & Asset Lifecycle,16/07/2018 5:00:00 PM,2019-01-14 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2021-11-24 17:00:00,2022-03-01 17:00:00,2022-03-21 17:00:00
Q06940,2444869.05,Major Works - Small Scale,2021-08-18 17:00:00,Service & Asset Lifecycle,9/12/2020 5:00:00 PM,2021-10-25 17:00:00,,2 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2022-09-12 17:00:00,2023-08-03 17:00:00,2023-08-03 17:00:00
Q06965,747696.57,Major Works - Framework,,Service & Asset Lifecycle,10/05/2017 9:36:00 AM,2017-07-21 17:00:00,13/07/2017 5:00:00 PM,4 Gate Major Infrastructure,People Leadership Group,Major Capital Delivery,2018-04-22 17:00:00,2018-06-21 17:00:00,2019-03-22 08:00:00
